"","clinical_trial_study_id","clinical_trial_sponsor","clinical_trial_phase","location_continent","study_eligibility_standard_age_list","outcome_overview_time_frame","outcome_overview_assay","outcome_overview_dose_number","outcome_overview_serotype","outcome_overview_value","outcome_overview_upper_limit","outcome_overview_lower_limit","outcome_overview_vaccine","outcome_overview_dose_description","outcome_overview_schedule","outcome_overview_time_frame_weeks"
"2968","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"9V",1.5,2.12,1.07,"PCV13","1m post primary child","3+1 child",24
"2969","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"7F",2.92,3.87,2.21,"PCV13","1m post primary child","3+1 child",24
"2970","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"19F",2.03,2.68,1.53,"PCV15","1m post primary child","3+1 child",24
"2971","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"18C",1.54,2.04,1.16,"PCV13","1m post primary child","3+1 child",24
"2972","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"6B",2.53,3.89,1.64,"PCV13","1m post primary child","3+1 child",24
"2973","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"23F",1.18,1.68,0.82,"PCV13","1m post primary child","3+1 child",24
"2974","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"23F",1.17,1.7,0.81,"PCV15","1m post primary child","3+1 child",24
"2975","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"6A",3.19,4.43,2.31,"PCV13","1m post primary child","3+1 child",24
"2976","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"19A",1.63,2.13,1.25,"PCV15","1m post primary child","3+1 child",24
"2977","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"18C",1.46,1.96,1.08,"PCV15","1m post primary child","3+1 child",24
"2978","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 4 (11-14 months after Vaccination 1)","IgG",4,"23F",3.04,4.27,2.16,"PCV13","1m post boost child","3+1 child",64
"2979","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 4 (11-14 months after Vaccination 1)","IgG",4,"19F",4.83,6.38,3.66,"PCV13","1m post boost child","3+1 child",64
"2980","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 4 (11-14 months after Vaccination 1)","IgG",4,"14",7.15,9.61,5.33,"PCV13","1m post boost child","3+1 child",64
"2981","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 4 (11-14 months after Vaccination 1)","IgG",4,"22F",0.08,0.11,0.07,"PCV13","1m post boost child","3+1 child",64
"2982","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 4 (11-14 months after Vaccination 1)","IgG",4,"7F",4.01,5.4,2.98,"PCV15","1m post boost child","3+1 child",64
"2983","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 4 (11-14 months after Vaccination 1)","IgG",4,"3",1.04,1.36,0.8,"PCV15","1m post boost child","3+1 child",64
"2984","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 4 (11-14 months after Vaccination 1)","IgG",4,"18C",2.77,3.85,1.99,"PCV13","1m post boost child","3+1 child",64
